Z
-1.63167e-20
2.84031e-22
-4.08421e-20
2.50096e-20
2.84031e-22
1.65686e-20
2.84031e-22
1.59178e-20
2.84031e-22
2.84031e-22
1.49948e-20
2.84031e-22
-1.16027e-21
-1.21194e-20
-1.57429e-20
7.8423e-20
1.65064e-20
6.17829e-20
1.58463e-20
0
-2.89765e-20
0
0
1.28662e-20
0
3.83598e-20
2.55123e-20
3.67414e-20
2.44573e-20
0
2.34486e-20
0
1.05151e-20
-1.91101e-20
2.01081e-20
-2.11161e-20
1.92263e-20
9.40002e-21
1.83832e-20
0
3.66081e-20
0
5.18728e-20
0
1.60694e-20
4.85931e-20
0
-4.6526e-20
0
0
4.35941e-20
0
1.34308e-20
0
1.28418e-20
5.16823e-20
5.05687e-20
1.20065e-20
0
1.148e-20
0
0
9.27935e-21
-1.19491e-20
1.36438e-20
1.65231e-20
3.18175e-21
-2.37917e-20
-3.56995e-20
-2.26729e-20
1.7209e-21
-1.86815e-20
3.18175e-21
3.18175e-21
-4.33537e-20
1.7209e-21
3.18175e-21
-1.72066e-20
3.18175e-21
-5.67621e-20
2.22439e-20
4.6426e-21
2.1408e-20
5.8109e-20
7.58114e-20
-5.08618e-20
4.6426e-21
3.18175e-21
4.6426e-21
-2.94369e-20
3.18175e-21
3.44341e-20
3.18175e-21
3.18175e-21
-9.28418e-21
3.18175e-21
2.98139e-20
1.62026e-20
3.18175e-21
-1.21898e-20
-8.99209e-21
-8.72218e-21
2.50009e-20
3.18175e-21
3.18175e-21
2.64083e-20
3.18175e-21
3.18175e-21
3.18175e-21
2.45412e-20
-1.62757e-20
2.36687e-20
3.18175e-21
3.18175e-21
0
-2.94484e-22
-2.94484e-22
-2.94484e-22
2.17175e-20
-1.76066e-21
-6.63671e-20
-3.22684e-21
-6.35983e-20
-4.1116e-20
-3.87773e-20
-1.91093e-20
-4.00221e-20
-1.97504e-20
-5.45333e-20
8.71761e-20
5.0164e-20
1.76183e-20
3.04033e-20
3.40887e-20
-2.94484e-22
1.76737e-20
7.76164e-20
3.13909e-20
-2.94484e-22
-2.94484e-22
5.64031e-20
-5.43339e-20
3.97274e-20
-2.54284e-20
3.80367e-20
-1.37765e-20
4.96358e-20
-2.94484e-22
1.17169e-21
-2.94484e-22
4.41382e-20
2.21786e-20
-2.94484e-22
-2.94484e-22
6.15592e-20
-2.09657e-20
-2.94484e-22
-2.15897e-20
-2.94484e-22
-2.94484e-22
5.26767e-20
-2.94484e-22
6.82998e-20
-2.07446e-20
0
4.75847e-20
-1.95551e-20
-4.07103e-20
2.5135e-21
2.5135e-21
2.28152e-20
1.04312e-21
2.5135e-21
-3.26992e-20
1.97295e-20
-5.09301e-20
-1.39475e-20
2.5135e-21
3.39919e-20
2.5135e-21
2.5135e-21
3.19443e-20
-2.77351e-20
2.5135e-21
-3.87609e-20
2.5135e-21
3.02936e-20
2.5135e-21
-2.26425e-20
2.71117e-20
-5.00034e-20
7.6013e-20
2.5135e-21
2.5135e-21
2.45031e-20
2.5135e-21
2.5135e-21
2.5135e-21
2.5135e-21
-1.86146e-20
2.5135e-21
2.5135e-21
-5.55641e-20
2.5135e-21
7.4276e-20
-6.91609e-20
5.29208e-20
2.5135e-21
2.5135e-21
6.68216e-20
5.00673e-20
2.5135e-21
2.5135e-21
2.5135e-21
3.67702e-20
4.29062e-21
-6.89691e-20
4.29062e-21
4.29062e-21
4.29062e-21
7.15187e-20
-2.71388e-20
8.40661e-20
6.73371e-20
4.29062e-21
4.29062e-21
4.29062e-21
4.29062e-21
4.29062e-21
5.97721e-20
3.2921e-20
4.29062e-21
2.88506e-20
4.29062e-21
5.42006e-20
4.29062e-21
4.29062e-21
4.29062e-21
4.29062e-21
4.29062e-21
4.82891e-20
-1.57815e-20
4.29062e-21
4.29062e-21
4.29062e-21
4.29062e-21
4.29062e-21
-3.08007e-20
2.14473e-20
4.29062e-21
5.64476e-20
-5.98718e-20
-3.00234e-20
3.49651e-20
4.29062e-21
4.29062e-21
4.29062e-21
4.29062e-21
4.29062e-21
4.29062e-21
-5.10915e-20
2.99283e-20
4.29062e-21
4.29062e-21
0
0
-5.95879e-20
0
0
0
0
-2.53189e-20
-2.47575e-20
1.02721e-19
0
0
-7.08446e-20
0
-4.32827e-20
0
2.06923e-20
4.34102e-20
0
0
-1.38308e-19
0
0
0
0
-7.0588e-20
0
-3.23393e-20
6.61877e-20
0
-6.04713e-20
0
0
0
-5.82272e-20
0
-2.64299e-20
0
0
0
1.267e-19
0
-4.91496e-20
0
-1.16337e-19
-2.16004e-20
0
0
2.01953e-20
0
2.5267e-20
-5.01404e-20
-5.93723e-22
-5.93723e-22
-4.71088e-20
6.62587e-20
-4.22559e-20
-2.0963e-20
-5.93723e-22
-5.93723e-22
-2.25802e-20
-4.07799e-20
-1.88028e-20
-5.93723e-22
4.0112e-20
1.75537e-19
-3.53597e-21
-5.93723e-22
9.78515e-20
-3.17223e-20
2.34852e-21
2.34852e-21
8.96594e-20
-5.93723e-22
6.09456e-20
-5.93723e-22
1.11719e-19
8.33425e-20
-5.93723e-22
2.42826e-20
2.66733e-20
-5.93723e-22
-2.38519e-20
-2.33362e-20
1.16482e-19
4.5839e-20
2.34852e-21
-4.51193e-20
1.9737e-20
6.19884e-20
-2.00329e-20
5.93731e-20
3.9522e-20
2.34852e-21
3.7892e-20
-3.53491e-20
-3.45786e-20
-5.93723e-22
1.67764e-19
-5.93723e-22
0
-5.93345e-22
2.34811e-21
1.09766e-19
-6.47626e-21
-3.5348e-21
-3.40702e-20
2.34811e-21
3.4357e-20
-5.93345e-22
-5.93345e-22
-5.93345e-22
9.30791e-20
-5.93345e-22
-1.15455e-19
-5.93345e-22
-5.93345e-22
-5.93345e-22
-5.93345e-22
-2.56061e-20
2.68063e-20
2.33226e-20
2.57338e-20
-2.34605e-20
-4.53137e-20
-5.93345e-22
-5.93345e-22
-4.82876e-20
-5.93345e-22
-5.93345e-22
3.55567e-20
-4.17596e-20
-5.93345e-22
-5.93345e-22
-5.93345e-22
3.43526e-20
-7.18771e-20
2.69373e-20
-1.04494e-19
-3.25417e-20
2.34811e-21
2.9954e-20
2.34811e-21
2.5673e-20
-6.06553e-20
-5.64474e-20
-3.08427e-20
-2.72958e-20
-5.93345e-22
3.08211e-20
6.29129e-20
7.1729e-21
-2.80996e-20
7.1729e-21
6.33774e-20
7.1729e-21
4.23216e-21
1.1521e-19
-7.28428e-20
6.03577e-20
7.1729e-21
3.11933e-20
-1.39636e-19
7.9015e-20
7.1729e-21
7.1729e-21
5.01191e-20
-7.68152e-20
-3.38901e-20
9.04188e-20
7.1729e-21
7.1729e-21
8.51949e-20
4.6822e-20
7.1729e-21
7.1729e-21
7.1729e-21
8.01734e-20
-2.56426e-20
1.09318e-19
1.3562e-19
1.69399e-19
-2.28277e-20
7.1729e-21
9.91095e-20
7.1729e-21
3.46001e-20
8.76302e-20
-7.44413e-20
6.13998e-20
7.1729e-21
7.1729e-21
7.1729e-21
7.1729e-21
1.96444e-19
7.1729e-21
9.77874e-20
7.1729e-21
9.10021e-20
9.5025e-20
0
4.82021e-20
0
0
4.50666e-20
4.70075e-20
0
4.80152e-20
0
0
-3.93942e-20
0
-4.06068e-20
-4.27118e-20
0
0
-6.88714e-20
0
9.8777e-20
2.92556e-20
2.94009e-21
0
-3.01013e-20
0
-5.75627e-20
-3.40234e-20
0
0
2.94009e-21
0
0
-5.80221e-20
0
-4.70443e-20
-5.18815e-20
2.94009e-21
0
0
-4.20553e-20
0
-4.02112e-20
0
-2.94009e-21
0
3.67619e-20
7.77739e-20
1.1133e-19
0
-6.72171e-20
-3.28634e-20
0
1.18481e-21
1.18481e-21
8.09068e-20
1.18481e-21
1.07092e-19
1.18481e-21
-7.2203e-20
3.41908e-20
1.18481e-21
1.18481e-21
-6.05332e-20
-2.899e-20
6.01964e-20
3.59154e-20
-8.3451e-20
1.72583e-19
1.18481e-21
5.39383e-20
-4.6942e-21
1.64264e-19
-5.40161e-20
-4.70436e-20
1.18481e-21
5.31774e-20
1.18481e-21
9.52467e-20
1.18481e-21
1.18481e-21
-8.71408e-20
1.18481e-21
1.18481e-21
1.18481e-21
1.18481e-21
8.07671e-20
1.18481e-21
1.18481e-21
-7.36031e-20
6.85659e-20
1.18481e-21
1.03703e-19
1.18481e-21
-2.96158e-20
-9.50474e-20
6.00848e-20
1.18481e-21
-2.69738e-20
1.18481e-21
1.18481e-21
1.18481e-21
0
6.19131e-21
-1.81027e-19
6.52979e-20
-5.74828e-20
6.19131e-21
6.19131e-21
-1.0776e-19
3.13374e-22
6.19131e-21
6.19131e-21
6.19131e-21
6.19131e-21
6.19131e-21
6.19131e-21
6.19131e-21
6.19131e-21
6.19131e-21
4.84172e-20
-3.50984e-20
6.19131e-21
9.10274e-20
-7.10163e-20
-7.51824e-20
6.19131e-21
-1.02087e-19
-6.43935e-20
6.19131e-21
3.99361e-20
1.11059e-19
-3.19517e-20
6.19131e-21
6.19131e-21
6.19131e-21
-5.86814e-20
6.19131e-21
6.19131e-21
6.72265e-20
6.01256e-20
6.19131e-21
-5.12559e-20
6.19131e-21
6.19131e-21
-4.79013e-20
5.3337e-20
6.19131e-21
6.19131e-21
6.19131e-21
6.19131e-21
5.42152e-20
0
-1.61269e-19
-1.52104e-19
-1.18383e-21
-1.18383e-21
-1.36792e-19
-1.33785e-19
-1.18383e-21
-4.3446e-20
-3.6632e-20
-4.15928e-20
7.78422e-20
3.74531e-20
-3.1518e-19
-1.18383e-21
-1.18383e-21
-7.77063e-20
6.78954e-20
1.39788e-19
-2.05211e-19
-1.18383e-21
6.19698e-20
-6.29373e-20
-1.18383e-21
-6.02294e-20
-1.18383e-21
-1.19973e-19
-1.18383e-21
-1.18383e-21
2.21706e-19
-7.0608e-21
-1.58469e-19
-1.18383e-21
-4.944e-20
-9.55563e-20
9.10963e-20
-1.18383e-21
-1.18383e-21
-1.18383e-21
-1.7579e-19
-1.18383e-21
3.91487e-20
-1.64814e-19
-4.56247e-20
-1.18383e-21
-1.17679e-19
-2.35147e-19
-7.16957e-20
-3.56581e-20
-1.41901e-19
4.32807e-20
-3.95202e-20
4.45201e-20
8.14505e-20
-2.33449e-19
6.63843e-20
1.47193e-19
-6.90918e-20
-2.81992e-19
-1.38e-19
-1.99668e-19
-3.84867e-19
1.9117e-19
0
-1.23989e-19
0
2.88209e-19
0
5.39905e-20
-1.64257e-19
1.03246e-19
1.06833e-19
4.93593e-20
-9.65298e-20
0
4.61485e-20
0
0
3.72704e-20
0
0
0
0
-7.71418e-20
0
-7.96352e-20
0
0
0
0
1.3775e-19
1.34826e-19
6.30457e-20
6.16479e-20
0
6.48207e-20
1.21152e-19
0
0
-1.07777e-19
1.29139e-19
-4.549e-19
-1.18303e-21
5.91864e-20
-1.19245e-19
2.29706e-19
-1.19943e-19
-1.11565e-19
2.26437e-19
2.74422e-19
-5.27839e-20
2.68727e-19
-5.05212e-20
-1.18303e-21
-1.01408e-19
5.66963e-20
1.85116e-19
9.29041e-20
1.8308e-19
-1.18303e-21
-1.18303e-21
-1.18303e-21
7.76741e-20
-1.18303e-21
-1.63732e-19
-1.48638e-19
-1.18303e-21
7.51868e-20
-7.59899e-20
2.12777e-19
-4.08387e-19
-2.06276e-19
-1.18303e-21
-1.18303e-21
5.90722e-20
1.87326e-19
5.05547e-20
-1.7019e-19
-1.18303e-21
-1.18303e-21
1.62705e-19
-2.13071e-19
4.69228e-21
5.98124e-20
-1.18303e-21
4.59023e-20
5.07337e-20
-1.18303e-21
9.27372e-20
5.3614e-20
1.57514e-19
-1.18269e-21
-1.18269e-21
-1.18269e-21
-1.18269e-21
-2.89433e-19
-1.18269e-21
-1.18269e-21
-1.18269e-21
-1.18269e-21
-1.18269e-21
1.71699e-19
8.34719e-20
-7.0573e-21
-1.18269e-21
-7.4838e-20
-1.18269e-21
-1.18269e-21
-7.00468e-20
2.18453e-19
-1.18269e-21
2.68105e-19
-1.32971e-19
-1.18269e-21
-1.18269e-21
-1.18269e-21
1.71487e-19
-1.18269e-21
-3.43128e-19
-1.18269e-21
-1.18269e-21
-1.18269e-21
1.49754e-19
-1.18269e-21
-7.0573e-21
-1.18269e-21
9.08101e-20
-9.70105e-20
-1.18269e-21
-1.18269e-21
-1.69386e-19
-8.34198e-20
4.69191e-21
-1.58445e-19
7.57049e-20
4.69191e-21
7.82079e-20
-1.18269e-21
-1.53517e-19
1.36285e-19
-1.67406e-19
-8.63215e-20
-7.86639e-20
1.5384e-19
-1.62177e-19
-1.7059e-19
-1.43832e-19
-1.40644e-19
-3.55561e-19
-2.807e-19
0
0
-5.69903e-20
-3.191e-19
-1.26089e-19
-2.46848e-19
0
0
-1.15777e-19
-3.40022e-19
-2.21916e-19
-1.14502e-19
-3.13176e-19
0
-1.98014e-19
-2.05502e-19
-2.8732e-19
-4.66725e-19
8.78293e-20
-2.75268e-19
7.81039e-20
0
-1.66465e-19
-8.43891e-20
0
-2.42838e-19
0
0
1.40378e-19
1.37265e-19
6.71109e-20
-7.1497e-20
1.22462e-19
6.27454e-20
-2.57165e-19
-1.19988e-19
0
-1.14726e-19
0
-2.37013e-19
7.13448e-20
4.21438e-19
1.29464e-20
1.35652e-19
-1.18785e-19
2.47596e-19
-2.28247e-19
-9.92334e-20
-3.39625e-19
1.20207e-19
1.17829e-19
1.15504e-19
1.29464e-20
-9.68604e-20
1.19957e-21
-8.08136e-20
1.04628e-19
1.29464e-20
-1.74122e-19
1.96128e-19
1.29464e-20
1.8861e-19
2.53371e-19
1.29464e-20
-6.36808e-20
2.61225e-19
1.29464e-20
-2.97118e-19
-2.79017e-19
4.35699e-19
2.92622e-19
1.29464e-20
1.41036e-19
1.29464e-20
7.4183e-20
1.29464e-20
1.29464e-20
-1.0156e-19
-9.90212e-20
1.29464e-20
-3.3172e-19
1.29464e-20
2.41166e-19
-9.88941e-20
1.10821e-19
-1.90209e-19
1.29464e-20
-9.03082e-20
1.29464e-20
1.00441e-19
1.0464e-19
2.1921e-19
1.45707e-20
6.25059e-19
-2.7242e-19
-7.8972e-20
1.45707e-20
1.45707e-20
2.01232e-19
1.45707e-20
1.45707e-20
1.89854e-19
-2.37042e-19
1.82683e-19
2.4392e-19
1.45707e-20
8.7668e-20
1.45707e-20
-1.25213e-19
1.63001e-19
1.48225e-19
2.82497e-21
4.09697e-19
1.39531e-19
1.45707e-20
1.45707e-20
-1.02261e-19
1.28812e-19
1.26279e-19
1.45707e-20
2.82497e-21
4.55829e-19
2.30569e-19
1.45707e-20
1.45707e-20
1.45707e-20
1.45707e-20
-7.67251e-20
-7.47009e-20
1.45707e-20
-3.26857e-19
1.45707e-20
1.45707e-20
-6.52338e-20
1.45707e-20
1.45707e-20
8.9184e-20
-2.04306e-19
-2.82541e-19
2.63165e-20
