X
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
0.0588678
0.0618472
0.0648941
0.0680101
0.0711968
0.0744557
0.0777885
0.0811969
0.0846826
0.0882473
0.0918928
0.0956209
0.0994336
0.103333
0.10732
0.111398
0.115569
0.119834
0.124195
0.128656
0.133218
0.137883
0.142654
0.147533
0.000822304
0.00248556
0.00418652
0.00592605
0.00770503
0.00952434
0.0113849
0.0132876
0.0152335
0.0172235
0.0192587
0.02134
0.0234684
0.0256451
0.0278712
0.0301478
0.032476
0.0348569
0.0372919
0.039782
0.0423287
0.044933
0.0475964
0.0503202
0.0531058
0.0559545
